enddate,samplesize,favorability_r,results,favorability_d
10/10/2016,3616.0,-7.785580000000003,1,-3.6015099999999975
10/10/2016,3616.0,-7.785580000000003,1,-3.7534899999999993
10/10/2016,3616.0,-7.785580000000003,1,-3.6607600000000033
10/6/2016,1064.0,-8.485660000000003,1,-4.0133399999999995
10/6/2016,1064.0,-8.485660000000003,1,-4.245170000000002
10/6/2016,1064.0,-8.485660000000003,1,-4.061810000000001
10/29/2016,1165.0,-6.001269999999998,1,-5.77458
10/29/2016,1165.0,-6.001269999999998,1,-5.94209
10/29/2016,1165.0,-6.001269999999998,1,-5.955779999999997
10/2/2016,1213.0,-7.989460000000001,1,-2.7083000000000013
10/2/2016,1213.0,-7.989460000000001,1,-2.9984699999999975
10/2/2016,1213.0,-7.989460000000001,1,-2.749209999999998
9/27/2016,1529.0,-8.48292,1,-4.483609999999999
9/27/2016,1529.0,-8.48292,1,-4.4148
9/27/2016,1529.0,-8.48292,1,-4.316409999999998
9/25/2016,2516.0,-12.52301,1,-6.276020000000003
9/25/2016,2516.0,-12.52301,1,-6.4543000000000035
9/25/2016,2516.0,-12.52301,1,-6.7097399999999965
9/25/2016,729.0,-6.357520000000001,1,-3.4057999999999993
9/25/2016,729.0,-6.357520000000001,1,-3.536369999999998
9/25/2016,729.0,-6.357520000000001,1,-3.4932000000000016
10/28/2016,1160.0,-5.7361099999999965,1,-5.8319800000000015
10/28/2016,1160.0,-5.7361099999999965,1,-6.020829999999997
10/28/2016,1160.0,-5.7361099999999965,1,-6.016199999999998
10/9/2016,886.0,-10.262599999999999,1,-3.3308600000000013
10/9/2016,886.0,-10.262599999999999,1,-3.5611800000000002
10/9/2016,886.0,-10.262599999999999,1,-3.192450000000001
9/20/2016,758.0,-8.363729999999997,1,-4.569330000000001
9/20/2016,758.0,-8.363729999999997,1,-4.642980000000001
9/20/2016,758.0,-8.363729999999997,1,-4.673949999999998
10/12/2016,917.0,-9.50217,1,-3.9051899999999975
10/12/2016,917.0,-9.50217,1,-4.105550000000001
10/12/2016,917.0,-9.50217,1,-3.8952600000000004
10/13/2016,740.0,-5.794229999999999,1,-4.586199999999998
10/13/2016,740.0,-5.794229999999999,1,-4.934699999999999
10/13/2016,740.0,-5.794229999999999,1,-4.776719999999997
10/27/2016,1148.0,-5.486730000000001,1,-4.874630000000003
10/27/2016,1148.0,-5.486730000000001,1,-5.082740000000001
10/27/2016,1148.0,-5.486730000000001,1,-5.061570000000003
10/10/2016,806.0,-9.70805,1,-4.460149999999999
10/10/2016,806.0,-9.70805,1,-4.419089999999997
10/10/2016,806.0,-9.70805,1,-4.504489999999997
10/2/2016,805.0,-6.639180000000003,1,-3.8130299999999977
10/2/2016,805.0,-6.639180000000003,1,-3.9018900000000016
10/2/2016,805.0,-6.639180000000003,1,-3.7174300000000002
10/23/2016,2109.0,-0.3112599999999972,1,-1.493070000000003
10/23/2016,2109.0,-0.3112599999999972,1,-1.6049000000000007
10/23/2016,2109.0,-0.3112599999999972,1,-1.4857299999999967
10/2/2016,385.0,-11.55225,1,-4.402830000000002
10/2/2016,385.0,-11.55225,1,-4.4773
10/2/2016,385.0,-11.55225,1,-4.184980000000003
10/26/2016,1109.0,-6.235579999999999,1,-3.9201400000000035
10/26/2016,1109.0,-6.235579999999999,1,-4.147730000000003
10/26/2016,1109.0,-6.235579999999999,1,-4.107219999999998
10/18/2016,925.0,-8.363819999999997,1,-6.946739999999998
10/18/2016,925.0,-8.363819999999997,1,-7.221310000000003
10/18/2016,925.0,-8.363819999999997,1,-7.000819999999997
10/28/2016,1794.0,-9.268749999999997,1,-6.7912000000000035
10/28/2016,1794.0,-9.268749999999997,1,-6.8369399999999985
10/28/2016,1794.0,-9.268749999999997,1,-6.818800000000003
10/25/2016,1135.0,-8.013350000000003,1,-3.959629999999997
10/25/2016,1135.0,-8.013350000000003,1,-4.206600000000002
10/25/2016,1135.0,-8.013350000000003,1,-4.146819999999998
10/24/2016,1119.0,-9.820120000000003,1,-2.9706800000000015
10/24/2016,1119.0,-9.820120000000003,1,-3.228520000000003
10/24/2016,1119.0,-9.820120000000003,1,-3.157829999999997
9/19/2016,1000.0,-7.944000000000003,1,-4.681919999999998
9/19/2016,1000.0,-7.944000000000003,1,-4.521850000000001
9/19/2016,1000.0,-7.944000000000003,1,-4.4950800000000015
9/28/2016,933.0,-8.360120000000002,1,-5.298209999999997
9/28/2016,933.0,-8.360120000000002,1,-5.397820000000003
9/28/2016,933.0,-8.360120000000002,1,-5.310989999999997
9/13/2016,800.0,-6.266109999999998,1,-7.145919999999997
9/13/2016,800.0,-6.266109999999998,1,-7.196109999999997
9/13/2016,800.0,-6.266109999999998,1,-7.1269300000000015
10/26/2016,1176.0,-12.228299999999997,1,-8.213729999999998
10/26/2016,1176.0,-12.228299999999997,1,-8.338099999999997
10/26/2016,1176.0,-12.228299999999997,1,-8.236989999999999
10/23/2016,1155.0,-11.646189999999997,1,-1.9682200000000023
10/23/2016,1155.0,-11.646189999999997,1,-2.23395
10/23/2016,1155.0,-11.646189999999997,1,-2.155299999999997
10/6/2016,896.0,-5.520919999999997,1,-4.387410000000003
10/6/2016,896.0,-5.520919999999997,1,-4.554160000000003
10/6/2016,896.0,-5.520919999999997,1,-4.380659999999999
9/22/2016,1107.0,-5.966200000000001,1,-3.0626000000000033
9/22/2016,1107.0,-5.966200000000001,1,-3.1504800000000017
9/22/2016,1107.0,-5.966200000000001,1,-3.07611
9/19/2016,1251.0,-7.9119600000000005,1,-3.4681399999999982
9/19/2016,1251.0,-7.9119600000000005,1,-4.005879999999998
9/19/2016,1251.0,-7.9119600000000005,1,-3.7308400000000006
10/25/2016,1195.0,-12.335059999999999,1,-7.4247900000000016
10/25/2016,1195.0,-12.335059999999999,1,-7.5600200000000015
10/25/2016,1195.0,-12.335059999999999,1,-7.448
10/30/2016,993.0,-6.1709299999999985,1,-3.752830000000003
10/30/2016,993.0,-6.1709299999999985,1,-3.743699999999997
10/30/2016,993.0,-6.1709299999999985,1,-3.6591299999999976
9/25/2016,1115.0,-5.740349999999999,1,-3.8575000000000017
9/25/2016,1115.0,-5.740349999999999,1,-3.9427900000000022
9/25/2016,1115.0,-5.740349999999999,1,-3.919089999999997
10/29/2016,1039.0,-8.005780000000001,1,-4.4102299999999985
10/29/2016,1039.0,-8.005780000000001,1,-4.422440000000002
10/29/2016,1039.0,-8.005780000000001,1,-4.319560000000003
10/24/2016,1167.0,-10.861130000000003,1,-8.02232
10/24/2016,1167.0,-10.861130000000003,1,-8.16545
10/24/2016,1167.0,-10.861130000000003,1,-8.045479999999998
10/28/2016,1013.0,-8.7564,1,-4.052880000000002
10/28/2016,1013.0,-8.7564,1,-4.084350000000001
10/28/2016,1013.0,-8.7564,1,-3.9649300000000025
10/23/2016,1181.0,-11.708530000000003,1,-8.01466
10/23/2016,1181.0,-11.708530000000003,1,-8.16789
10/23/2016,1181.0,-11.708530000000003,1,-8.037840000000003
10/5/2016,1500.0,-4.3640199999999965,1,-7.6925799999999995
10/5/2016,1500.0,-4.3640199999999965,1,-7.800519999999999
10/5/2016,1500.0,-4.3640199999999965,1,-7.691200000000002
10/8/2016,971.0,-8.098770000000002,1,-4.38541
10/8/2016,971.0,-8.098770000000002,1,-4.6965
10/8/2016,971.0,-8.098770000000002,1,-4.442549999999997
9/19/2016,922.0,-9.863529999999997,1,-5.7477599999999995
9/19/2016,922.0,-9.863529999999997,1,-5.527810000000002
9/19/2016,922.0,-9.863529999999997,1,-5.811700000000002
9/29/2016,911.0,-7.6681799999999996,1,-4.701349999999998
9/29/2016,911.0,-7.6681799999999996,1,-4.78669
9/29/2016,911.0,-7.6681799999999996,1,-4.70411
10/27/2016,973.0,-8.305239999999998,1,-4.798380000000002
10/27/2016,973.0,-8.305239999999998,1,-4.849339999999998
10/27/2016,973.0,-8.305239999999998,1,-4.71058
10/2/2016,609.0,-7.556460000000001,1,-4.83972
10/2/2016,609.0,-7.556460000000001,1,-5.006079999999997
10/2/2016,609.0,-7.556460000000001,1,-4.71105
8/28/2016,689.0,-8.45758,1,-2.8060100000000006
8/28/2016,689.0,-8.45758,1,-3.0701099999999997
8/28/2016,689.0,-8.45758,1,-2.98142
9/22/2016,651.0,-5.048679999999997,1,-3.7113000000000014
9/22/2016,651.0,-5.048679999999997,1,-3.8576300000000003
9/22/2016,651.0,-5.048679999999997,1,-3.9180300000000017
10/22/2016,1153.0,-12.685339999999997,1,-6.3967600000000004
10/22/2016,1153.0,-12.685339999999997,1,-6.560279999999999
10/22/2016,1153.0,-12.685339999999997,1,-6.420560000000002
9/13/2016,916.0,-5.445340000000002,1,-5.771520000000002
9/13/2016,916.0,-5.445340000000002,1,-5.79307
9/13/2016,916.0,-5.445340000000002,1,-5.70055
9/12/2016,854.0,-10.56333,1,-3.2730999999999995
9/12/2016,854.0,-10.56333,1,-3.384129999999999
9/12/2016,854.0,-10.56333,1,-3.3062600000000018
10/26/2016,945.0,-7.483020000000003,1,-6.037869999999998
10/26/2016,945.0,-7.483020000000003,1,-6.10821
10/26/2016,945.0,-7.483020000000003,1,-5.950180000000003
10/21/2016,1177.0,-10.671860000000002,1,-6.666789999999999
10/21/2016,1177.0,-10.671860000000002,1,-6.836559999999999
10/21/2016,1177.0,-10.671860000000002,1,-6.69079
10/30/2016,2599.0,-7.191960000000002,1,-7.8157
10/30/2016,2599.0,-7.191960000000002,1,-7.793590000000002
10/30/2016,2599.0,-7.191960000000002,1,-7.810639999999999
10/27/2016,1500.0,-4.0361699999999985,1,-4.667580000000001
10/27/2016,1500.0,-4.0361699999999985,1,-4.675460000000001
10/27/2016,1500.0,-4.0361699999999985,1,-4.65831
10/25/2016,921.0,-7.489780000000003,1,-6.848930000000003
10/25/2016,921.0,-7.489780000000003,1,-6.930129999999998
10/25/2016,921.0,-7.489780000000003,1,-6.761180000000003
10/20/2016,1183.0,-11.064950000000003,1,-4.926110000000001
10/20/2016,1183.0,-11.064950000000003,1,-5.0996900000000025
10/20/2016,1183.0,-11.064950000000003,1,-4.95026
10/14/2016,2433.0,-8.709180000000003,1,-6.940300000000001
10/14/2016,2433.0,-8.709180000000003,1,-7.1662099999999995
10/14/2016,2433.0,-8.709180000000003,1,-6.966889999999999
10/19/2016,1200.0,-10.059739999999998,1,-6.885390000000001
10/19/2016,1200.0,-10.059739999999998,1,-7.064450000000001
10/19/2016,1200.0,-10.059739999999998,1,-6.91001
10/30/2016,1500.0,-7.550710000000002,1,-4.567540000000001
10/30/2016,1500.0,-7.550710000000002,1,-4.53481
10/30/2016,1500.0,-7.550710000000002,1,-4.552509999999998
10/24/2016,873.0,-7.715850000000003,1,-7.046460000000003
10/24/2016,873.0,-7.715850000000003,1,-7.135559999999998
10/24/2016,873.0,-7.715850000000003,1,-6.958660000000002
9/27/2016,1296.0,-5.534610000000001,1,0.07838000000000278
9/27/2016,1296.0,-5.534610000000001,1,-0.00473999999999819
9/27/2016,1296.0,-5.534610000000001,1,0.19024999999999892
10/13/2016,2431.0,-9.997100000000003,1,-6.369729999999997
10/13/2016,2431.0,-9.997100000000003,1,-6.598730000000003
10/13/2016,2431.0,-9.997100000000003,1,-6.396360000000001
10/18/2016,1192.0,-7.6661300000000026,1,-8.655749999999998
10/18/2016,1192.0,-7.6661300000000026,1,-8.84805
10/18/2016,1192.0,-7.6661300000000026,1,-8.681530000000002
10/20/2016,1395.0,-10.637880000000003,1,-6.9592600000000004
10/20/2016,1395.0,-10.637880000000003,1,-7.1236200000000025
10/20/2016,1395.0,-10.637880000000003,1,-6.993409999999997
9/20/2016,990.0,-5.789900000000003,1,-3.1084400000000016
9/20/2016,990.0,-5.789900000000003,1,-3.422229999999999
9/20/2016,990.0,-5.789900000000003,1,-3.366109999999999
10/24/2016,21240.0,-8.979840000000003,1,-6.70223
10/24/2016,21240.0,-8.979840000000003,1,-6.810920000000003
10/24/2016,21240.0,-8.979840000000003,1,-6.674619999999997
10/29/2016,1317.0,-5.513530000000003,1,-4.1870699999999985
10/29/2016,1317.0,-5.513530000000003,1,-4.251179999999998
10/29/2016,1317.0,-5.513530000000003,1,-4.176900000000003
10/23/2016,815.0,-7.2632600000000025,1,-7.4388000000000005
10/23/2016,815.0,-7.2632600000000025,1,-7.537999999999997
10/23/2016,815.0,-7.2632600000000025,1,-7.351019999999998
9/13/2016,960.0,-9.392940000000003,1,-6.3925100000000015
9/13/2016,960.0,-9.392940000000003,1,-6.501710000000003
9/13/2016,960.0,-9.392940000000003,1,-6.474620000000002
8/29/2016,1000.0,-11.739629999999998,1,-5.8078100000000035
8/29/2016,1000.0,-11.739629999999998,1,-5.889229999999998
8/29/2016,1000.0,-11.739629999999998,1,-5.833530000000003
10/29/2016,2617.0,-6.923070000000003,1,-7.886879999999998
10/29/2016,2617.0,-6.923070000000003,1,-7.893680000000003
10/29/2016,2617.0,-6.923070000000003,1,-7.886020000000002
10/3/2016,910.0,-6.1686400000000035,1,-4.821010000000001
10/3/2016,910.0,-6.1686400000000035,1,-5.08464
10/3/2016,910.0,-6.1686400000000035,1,-4.884419999999999
10/26/2016,1500.0,-4.785020000000003,1,-4.713090000000001
10/26/2016,1500.0,-4.785020000000003,1,-4.740450000000003
10/26/2016,1500.0,-4.785020000000003,1,-4.703960000000002
10/17/2016,1187.0,-10.204929999999997,1,-7.808709999999998
10/17/2016,1187.0,-10.204929999999997,1,-8.010280000000002
10/17/2016,1187.0,-10.204929999999997,1,-7.834670000000003
10/12/2016,2415.0,-9.99691,1,-6.080840000000002
10/12/2016,2415.0,-9.99691,1,-6.304540000000003
10/12/2016,2415.0,-9.99691,1,-6.108409999999999
9/4/2016,786.0,-4.4538300000000035,1,-5.533369999999998
9/4/2016,786.0,-4.4538300000000035,1,-5.793439999999997
9/4/2016,786.0,-4.4538300000000035,1,-5.629089999999998
9/16/2016,1005.0,-3.937260000000002,1,-3.2088600000000014
9/16/2016,1005.0,-3.937260000000002,1,-3.17615
9/16/2016,1005.0,-3.937260000000002,1,-2.9969600000000014
9/8/2016,642.0,-7.519039999999997,1,-3.38964
9/8/2016,642.0,-7.519039999999997,1,-3.606749999999998
9/8/2016,642.0,-7.519039999999997,1,-3.628709999999998
10/22/2016,783.0,-5.640059999999998,1,-7.820900000000002
10/22/2016,783.0,-5.640059999999998,1,-7.930390000000003
10/22/2016,783.0,-5.640059999999998,1,-7.733739999999997
9/1/2016,1000.0,-7.101909999999997,1,-5.4651
9/1/2016,1000.0,-7.101909999999997,1,-5.5989
9/1/2016,1000.0,-7.101909999999997,1,-5.64405
10/24/2016,1500.0,-6.195630000000001,1,-6.76117
10/24/2016,1500.0,-6.195630000000001,1,-6.82667
10/24/2016,1500.0,-6.195630000000001,1,-6.752040000000001
10/16/2016,1183.0,-10.465359999999997,1,-7.355530000000002
10/16/2016,1183.0,-10.465359999999997,1,-7.56541
10/16/2016,1183.0,-10.465359999999997,1,-7.381480000000003
10/28/2016,1324.0,-6.087119999999999,1,-3.3873099999999994
10/28/2016,1324.0,-6.087119999999999,1,-3.4701400000000007
10/28/2016,1324.0,-6.087119999999999,1,-3.3773800000000023
9/25/2016,461.0,-5.850050000000003,1,-8.403239999999997
9/25/2016,461.0,-5.850050000000003,1,-8.477809999999998
9/25/2016,461.0,-5.850050000000003,1,-8.278599999999997
9/4/2016,1025.0,-6.87847,1,-4.019199999999998
9/4/2016,1025.0,-6.87847,1,-4.206159999999997
9/4/2016,1025.0,-6.87847,1,-4.085769999999997
9/14/2016,867.0,-7.49465,1,-5.8973999999999975
9/14/2016,867.0,-7.49465,1,-5.938000000000002
9/14/2016,867.0,-7.49465,1,-5.918500000000002
10/21/2016,791.0,-6.026580000000003,1,-8.890929999999997
10/21/2016,791.0,-6.026580000000003,1,-9.00667
10/21/2016,791.0,-6.026580000000003,1,-8.80397
10/3/2016,1690.0,-4.311799999999998,1,-5.142969999999998
10/3/2016,1690.0,-4.311799999999998,1,-5.284739999999999
10/3/2016,1690.0,-4.311799999999998,1,-5.143659999999997
10/11/2016,2398.0,-10.79533,1,-5.103149999999999
10/11/2016,2398.0,-10.79533,1,-5.323149999999998
10/11/2016,2398.0,-10.79533,1,-5.130899999999997
10/15/2016,1214.0,-8.62294,1,-8.804009999999998
10/15/2016,1214.0,-8.62294,1,-9.02301
10/15/2016,1214.0,-8.62294,1,-8.830300000000001
10/20/2016,789.0,-6.9196700000000035,1,-8.35024
10/20/2016,789.0,-6.9196700000000035,1,-8.4698
10/20/2016,789.0,-6.9196700000000035,1,-8.263449999999999
8/13/2016,1277.0,-7.467559999999999,1,-9.94162
8/13/2016,1277.0,-7.467559999999999,1,-9.675440000000002
8/13/2016,1277.0,-7.467559999999999,1,-9.610680000000002
9/12/2016,3941.0,-8.155299999999997,1,-3.065809999999999
9/12/2016,3941.0,-8.155299999999997,1,-3.126959999999997
9/12/2016,3941.0,-8.155299999999997,1,-3.154119999999999
10/25/2016,1500.0,-5.56279,1,-5.752580000000002
10/25/2016,1500.0,-5.56279,1,-5.799320000000002
10/25/2016,1500.0,-5.56279,1,-5.743549999999999
10/27/2016,1332.0,-5.6499900000000025,1,-3.971890000000002
10/27/2016,1332.0,-5.6499900000000025,1,-4.073509999999999
10/27/2016,1332.0,-5.6499900000000025,1,-3.9621199999999988
10/28/2016,2617.0,-7.657910000000001,1,-6.944270000000003
10/28/2016,2617.0,-7.657910000000001,1,-6.97242
10/28/2016,2617.0,-7.657910000000001,1,-6.946449999999999
10/10/2016,2359.0,-10.59469,1,-5.524059999999999
10/10/2016,2359.0,-10.59469,1,-5.739640000000001
10/10/2016,2359.0,-10.59469,1,-5.551729999999999
8/15/2016,1000.0,-6.74174,1,-2.8615700000000004
8/15/2016,1000.0,-6.74174,1,-2.8769199999999984
8/15/2016,1000.0,-6.74174,1,-2.5780400000000014
10/19/2016,779.0,-6.7144600000000025,1,-8.309530000000002
10/19/2016,779.0,-6.7144600000000025,1,-8.434559999999998
10/19/2016,779.0,-6.7144600000000025,1,-8.223190000000002
9/27/2016,3386.0,-5.450229999999998,1,-1.5604399999999998
9/27/2016,3386.0,-5.450229999999998,1,-1.6236400000000017
9/27/2016,3386.0,-5.450229999999998,1,-1.5686600000000013
10/30/2016,3237.0,-6.244030000000002,1,-5.662860000000002
10/30/2016,3237.0,-6.244030000000002,1,-5.739080000000001
10/30/2016,3237.0,-6.244030000000002,1,-5.634709999999998
9/23/2016,1115.0,-5.375619999999998,1,-2.9669900000000027
9/23/2016,1115.0,-5.375619999999998,1,-3.1031499999999994
9/23/2016,1115.0,-5.375619999999998,1,-3.0390900000000016
10/18/2016,782.0,-6.520850000000003,1,-8.479889999999997
10/18/2016,782.0,-6.520850000000003,1,-8.618160000000003
10/18/2016,782.0,-6.520850000000003,1,-8.39472
10/26/2016,1363.0,-5.959800000000001,1,-3.975990000000003
10/26/2016,1363.0,-5.959800000000001,1,-4.0879600000000025
10/26/2016,1363.0,-5.959800000000001,1,-3.9662000000000006
10/15/2016,1737.0,-10.117899999999999,1,-6.718029999999999
10/15/2016,1737.0,-10.117899999999999,1,-6.928750000000001
10/15/2016,1737.0,-10.117899999999999,1,-6.754339999999999
9/1/2016,861.0,-8.076210000000003,1,-6.992359999999998
9/1/2016,861.0,-8.076210000000003,1,-7.096690000000002
9/1/2016,861.0,-8.076210000000003,1,-6.999360000000003
8/28/2016,881.0,-10.560699999999997,1,-6.32058
8/28/2016,881.0,-10.560699999999997,1,-6.4956299999999985
8/28/2016,881.0,-10.560699999999997,1,-6.423870000000001
10/25/2016,1349.0,-6.2745999999999995,1,-3.4922600000000017
10/25/2016,1349.0,-6.2745999999999995,1,-3.6118299999999977
10/25/2016,1349.0,-6.2745999999999995,1,-3.4824100000000016
8/8/2016,749.0,-6.185659999999999,1,-4.450980000000001
8/8/2016,749.0,-6.185659999999999,1,-4.146129999999999
8/8/2016,749.0,-6.185659999999999,1,-4.016860000000001
10/29/2016,3220.0,-6.62735,1,-4.878210000000003
10/29/2016,3220.0,-6.62735,1,-4.972740000000002
10/29/2016,3220.0,-6.62735,1,-4.852879999999999
8/24/2016,1498.0,-9.57177,1,-2.3914800000000014
8/24/2016,1498.0,-9.57177,1,-2.6173
8/24/2016,1498.0,-9.57177,1,-2.4917000000000016
10/27/2016,2627.0,-7.408529999999999,1,-6.986919999999998
10/27/2016,2627.0,-7.408529999999999,1,-7.034320000000001
10/27/2016,2627.0,-7.408529999999999,1,-6.991819999999997
9/7/2016,1226.0,-4.999589999999998,1,-4.793129999999998
9/7/2016,1226.0,-4.999589999999998,1,-4.879510000000003
9/7/2016,1226.0,-4.999589999999998,1,-4.845869999999998
8/7/2016,683.0,-9.447339999999997,1,0.43229000000000184
8/7/2016,683.0,-9.447339999999997,1,0.5388000000000019
8/7/2016,683.0,-9.447339999999997,1,0.817459999999997
10/24/2016,1370.0,-5.9237600000000015,1,-3.7363500000000016
10/24/2016,1370.0,-5.9237600000000015,1,-3.8659699999999972
10/24/2016,1370.0,-5.9237600000000015,1,-3.726559999999999
10/6/2016,1107.0,-10.029519999999998,1,-7.853740000000002
