Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2115522,13-Sep-21,Wisconsin,Milwaukee,3073 N Sherman Blvd,0,5,0,0,0
2115947,12-Sep-21,Minnesota,Saint Paul,7th St W and N Walnut St,4,0,0,0,1
2114626,12-Sep-21,Texas,Temple,900 block of S 24th St,0,4,0,0,1
2122103,12-Sep-21,Illinois,Blue Island,12200 block of S Irving Ave,2,2,0,0,0
2114481,12-Sep-21,Michigan,Detroit,2700 block of Halleck St,2,4,0,0,0
2114510,11-Sep-21,Alabama,Dothan,2000 Reeves St,0,5,0,0,0
2114583,11-Sep-21,New York,Utica,700 block of Noyes St,1,3,0,0,1
2113623,11-Sep-21,Illinois,Chicago,900 block of E 79th St,1,3,0,0,0
2113841,11-Sep-21,Illinois,Chicago,300 block of E Kensington Ave,2,4,0,0,0
2113769,11-Sep-21,New Jersey,Paterson,E 18th St and Fulton Pl,0,4,0,0,0
2112450,10-Sep-21,Florida,Orlando,5526 S Orange Blossom Trl,0,4,0,0,0
2111858,9-Sep-21,Illinois,East Saint Louis,510 Martin Luther King Dr,0,7,0,0,3
2112252,9-Sep-21,Alabama,Montgomery,1800 block of Cotton Court,1,3,0,0,0
2111895,8-Sep-21,Missouri,Saint Louis,4000 block of St Ferdinand Ave,0,4,0,0,0
2110346,7-Sep-21,Delaware,Wilmington,A St and New Castle Ave,0,4,0,0,0
2110077,7-Sep-21,Kansas,Wichita,351 N Mosley St,1,5,0,0,1
2109075,6-Sep-21,Georgia,Atlanta,868 Joseph E Boone Blvd NW,0,5,0,0,0
2108892,5-Sep-21,Missouri,Independence,116 W Lexington Ave,0,4,0,0,0
2108560,5-Sep-21,New York,Bronx,4848 White Plains Rd,0,4,0,0,0
2108414,5-Sep-21,Texas,Houston,7518 Imogene St,4,0,0,0,0
2108378,5-Sep-21,Georgia,Athens,E Clayton St and N Jackson St,0,6,0,0,1
2115336,5-Sep-21,Missouri,Wyatt,,0,4,0,0,2
2108302,5-Sep-21,Florida,Lakeland,N Socrum Loop Rd and Fulton Green Rd,4,1,0,1,1
2109384,5-Sep-21,Ohio,Cincinnati,6308 Corbly Rd,0,4,0,0,0
2107828,4-Sep-21,Louisiana,Monroe,1600 block of Winnsboro Rd,1,3,0,0,0
2107916,4-Sep-21,Alabama,Birmingham,9164 Parkway E,2,2,0,0,4
2108406,4-Sep-21,Georgia,Warner Robins,Mauldon Ct and Dunmurry Pl,1,4,0,0,2
2107875,4-Sep-21,Pennsylvania,Pittsburgh,7300 block of Hamilton Ave,0,4,0,0,1
2107476,4-Sep-21,Illinois,Chicago,1400 block of S Tripp Ave,0,5,0,0,0
2107930,4-Sep-21,District of Columbia,Washington,700 block of Longfellow St NW,3,3,0,0,3
2107621,3-Sep-21,Texas,Austin,9345 US-290,1,3,0,0,0
2107168,3-Sep-21,New York,Syracuse,Nelson St and W Marcellus St,0,4,0,0,0
2107467,3-Sep-21,Louisiana,New Iberia,927 S Lewis St,1,3,0,0,0
2107198,2-Sep-21,New York,Niagara Falls,336 19th St,0,4,0,0,0
2104725,31-Aug-21,North Carolina,Elm City,3500 block of London Church Rd,2,2,0,0,1
2104181,30-Aug-21,Illinois,Normal,2000 block of Lambert Dr,2,3,1,0,0
2103256,29-Aug-21,Tennessee,Nashville,2621 Jefferson St,0,5,0,0,1
2102991,29-Aug-21,Nevada,Las Vegas,1750 S Rainbow Blvd,1,3,0,0,3
2103311,29-Aug-21,Wisconsin,Milwaukee,N 41st St and W Lloyd St,0,4,0,0,0
2103132,28-Aug-21,New York,Albany,Sherman St and Henry Johnson Blvd,0,5,0,0,0
2103035,28-Aug-21,California,San Diego,3100 block of Mission Blvd,0,4,0,0,0
2102694,28-Aug-21,Illinois,Chicago,2800 block of W 12th Pl,0,4,0,0,0
2102082,27-Aug-21,Pennsylvania,Sharon Hill,300 Calcon Hook Rd,1,4,0,0,5
2101199,27-Aug-21,California,Los Angeles,8400 block of Fountain Ave,0,4,0,0,0
2101774,27-Aug-21,West Virginia,Huntington,300 block of Oney Ave,2,2,0,0,1
2100578,26-Aug-21,Minnesota,Minneapolis,3006 Lyndale Ave,0,7,0,0,0
2098246,23-Aug-21,Illinois,Chicago,W Wilson Ave and N Sheridan Rd,0,4,0,0,0
2097075,22-Aug-21,Illinois,Chicago,3400 block of W Lake St,1,4,0,0,0
2097481,22-Aug-21,Illinois,Carbondale,501 W Cherry St,1,3,0,0,0
2097494,22-Aug-21,Colorado,Denver,19th St and Blake St,1,5,0,0,0
2097271,22-Aug-21,Michigan,Grand Rapids,1500 block of Linden Ave SE,1,3,0,0,0
2098321,22-Aug-21,Oregon,Portland,322 NW Everett St,0,5,0,0,0
2096687,21-Aug-21,Illinois,Chicago,3500 block of W Walnut St,0,4,0,0,0
2097063,21-Aug-21,Illinois,Chicago,1600 block of E 87th Pl,1,5,0,0,0
2095800,20-Aug-21,Michigan,Flint,2905 Saginaw St,1,3,0,0,0
2095116,19-Aug-21,Illinois,Chicago,300 block of E 47th St,0,4,0,0,0
2095394,19-Aug-21,Maryland,Edgewood,1700 block of Crimson Tree Way,1,3,0,0,0
2095087,19-Aug-21,Pennsylvania,Philadelphia,5100 block of Germantown Ave,1,4,0,0,0
2094421,18-Aug-21,Maryland,Germantown,19575 Scenery Dr,1,3,0,0,1
2094457,18-Aug-21,North Carolina,Durham,Ridgeway Ave and Wabash St,1,3,0,0,0
2094071,18-Aug-21,Ohio,Youngstown,619 Samuel Ave,2,4,0,0,0
2094035,18-Aug-21,California,Los Angeles,W Jefferson Blvd and Culver Blvd,0,4,0,0,1
2093581,17-Aug-21,New York,Brooklyn,422 Mother Gaston Blvd,0,5,0,0,0
2092469,16-Aug-21,New York,Brooklyn,927 DeKalb Ave,0,8,0,0,0
2092227,16-Aug-21,Michigan,Detroit,4421 Central Ave,1,3,0,0,0
2091597,15-Aug-21,Texas,San Antonio,1621 S New Braunfels Ave,3,2,0,0,2
2091489,15-Aug-21,Illinois,Chicago,1300 block of E 75th St,0,4,0,0,0
2091531,14-Aug-21,Indiana,Indianapolis,Wheeler St and E 28th St,1,3,0,0,0
2090949,14-Aug-21,New York,Brooklyn,Lexington Ave and Marcy Ave,0,4,0,0,0
2090971,14-Aug-21,Ohio,Akron,271 Maiden Ln,0,5,0,0,0
2090777,14-Aug-21,Indiana,Indianapolis,Lafayette Rd and W 38th St,1,4,0,0,0
2090924,14-Aug-21,New Jersey,Trenton,875 New Willow St,0,4,0,0,0
2092110,14-Aug-21,Texas,Wichita Falls,2406 Sheppard Access Rd,0,4,0,0,0
2089972,13-Aug-21,Nevada,Las Vegas,2601 E Sunset Rd,0,6,1,0,0
2088659,11-Aug-21,Pennsylvania,Philadelphia,5500 Rising Sun Ave,1,4,0,0,0
2087433,10-Aug-21,Oregon,Portland,NE Milton St,2,4,0,0,0
2089557,10-Aug-21,Mississippi,Clarksdale,,2,2,0,0,0
2086148,9-Aug-21,Massachusetts,Boston,27 Irma St,1,5,0,0,1
2086236,9-Aug-21,Michigan,Flint,3201 Hammerberg Rd,2,4,0,0,1
2085396,8-Aug-21,New York,Brooklyn,101 Wortman Ave,3,2,0,0,0
2085388,8-Aug-21,Illinois,Chicago,1800 block of W 87th St,1,5,0,1,1
2085401,8-Aug-21,Illinois,Chicago,8300 block of S Halsted St,1,4,0,0,0
2085489,8-Aug-21,Texas,Houston,2504 FM 1960 Rd E,1,5,0,0,0
2085438,8-Aug-21,District of Columbia,Washington,3600 block of New York Ave NE,0,4,0,0,0
2085542,8-Aug-21,Louisiana,New Orleans,700 block of Bourbon St,0,5,0,0,1
2085256,7-Aug-21,Alabama,Montgomery,200 block of John Morris Ave,0,4,0,0,0
2085071,7-Aug-21,Illinois,Chicago,211 S Maplewood Ave,0,4,0,0,0
2084884,7-Aug-21,Virginia,Norfolk,700 block of Granby St,0,4,0,0,0
2084889,6-Aug-21,Tennessee,Nashville,1000 block of 43rd Ave North,0,4,0,0,0
2082957,4-Aug-21,Pennsylvania,Philadelphia,3653 Germantown Ave,0,4,0,0,0
2081884,3-Aug-21,Illinois,Urbana,1204 W Church St,1,3,0,0,0
2081131,2-Aug-21,South Carolina,Greenwood,101 Heddy Rd,3,1,0,0,1
2080733,2-Aug-21,South Carolina,Columbia,6908 Two Notch Rd,0,9,0,0,0
2080390,1-Aug-21,Texas,Nacogdoches,1400 block of Dolph St,1,3,0,0,5
2080536,1-Aug-21,Rhode Island,Providence,77 Reservoir Ave,0,5,0,0,0
2079920,1-Aug-21,Louisiana,New Orleans,1600 block of Iberville St,1,3,0,0,1
2079913,1-Aug-21,Louisiana,New Orleans,Bourbon St and Orleans Ave,0,4,0,1,3
2079044,31-Jul-21,Ohio,Columbus,1662 W Mound St,1,5,0,0,0
2078897,31-Jul-21,Illinois,Chicago,1600 block of E Hayes Dr,1,3,0,0,0
2079271,31-Jul-21,Indiana,Indianapolis,1134 W 30th St,0,5,0,0,1
2080006,31-Jul-21,Michigan,Saginaw,2700 block of Lynnwood Ave,2,2,0,0,0
2079516,31-Jul-21,New York,Corona (Queens),97-07 37th Ave,0,10,0,0,0
2081480,31-Jul-21,Ohio,Cleveland,3100 block of W 25th St,0,5,0,0,0
2079533,31-Jul-21,Kentucky,Lexington,414 East 5th St,0,5,0,0,0
2078540,29-Jul-21,Iowa,Davenport,Pacific St and West Locust St,0,4,0,0,0
2077587,29-Jul-21,Pennsylvania,Pittsburgh,239 Gilkeson Rd,2,2,1,0,0
2077018,28-Jul-21,District of Columbia,Washington,3400 block of 22nd St SE,0,4,0,0,0
2077549,28-Jul-21,Alabama,Montgomery,1800 block of Rosa Parks Ave,1,3,0,0,2
2076889,28-Jul-21,South Carolina,Charleston,Hanover St and Johnson St,1,4,0,0,1
2074353,25-Jul-21,Michigan,Detroit,16342 W McNichols Rd,0,6,0,0,0
2074406,25-Jul-21,California,Wasco,1718 1st St,4,1,1,0,0
2073472,25-Jul-21,Illinois,Chicago,4800 block of W Race Ave,0,5,0,0,0
2073597,25-Jul-21,Washington,Seattle,100 block of Occidental Ave S,2,3,0,0,0
2072782,24-Jul-21,Ohio,Columbus,N High St and E 4th Ave,0,4,0,0,0
2072962,24-Jul-21,Texas,Amarillo,1306 NE 3rd Ave,0,6,0,0,0
2072761,24-Jul-21,Georgia,Macon,Cherry St and Martin Luther King Jr Blvd,2,3,0,0,1
2072342,23-Jul-21,South Carolina,Spartanburg,151 Palisade St,2,2,0,0,0
2071982,23-Jul-21,South Carolina,Darlington,505 Oleander Dr,0,4,0,0,1
2072896,23-Jul-21,California,San Rafael,842 4th St,2,4,0,0,0
2071343,22-Jul-21,Texas,Houston,9717 N Houston Rosslyn Rd,1,5,0,0,0
2070329,21-Jul-21,Illinois,Chicago,1400 block of S Ridgeway Ave,0,5,0,0,0
2069490,21-Jul-21,Maryland,Hyattsville (Adelphi),1836 Metzerott Rd,1,4,0,0,0
2070645,21-Jul-21,Illinois,Chicago,1647 N La Salle Dr,0,8,0,0,0
2070310,21-Jul-21,Illinois,Chicago,3300 block of W Douglas Blvd,2,3,0,0,1
2068568,20-Jul-21,Texas,Jacksonville,16241 TX-110,4,0,0,0,3
2067728,19-Jul-21,New Jersey,Perth Amboy,417 Fayette St,0,6,0,0,2
2068061,19-Jul-21,Illinois,Chicago,3308 W Flournoy St,0,4,0,0,0
2066335,18-Jul-21,Ohio,Toledo,5205 Telegraph Rd,1,3,0,0,0
2067135,18-Jul-21,Florida,Gainesville,1634 NE 8th Ave,1,4,0,0,0
2066680,18-Jul-21,North Carolina,Burlington,421 N Church St,0,4,0,0,0
2066905,18-Jul-21,Arizona,Tucson,1575 E 36th St,3,3,1,0,0
2067290,18-Jul-21,Texas,Houston,3421 Antoine Dr,2,2,1,0,0
2066812,18-Jul-21,California,Walnut Creek,SOS Dr and San Luis Rd,1,3,0,0,0
2065252,17-Jul-21,Oregon,Portland,300 block of SW 3rd Ave,1,6,0,0,0
2066189,17-Jul-21,Illinois,Chicago,5006 W Ohio St,0,6,0,0,0
2065634,16-Jul-21,California,Sacramento,L St and Front St,2,4,0,0,2
2065009,16-Jul-21,Pennsylvania,Philadelphia,2700 block of Ruby Terrace,1,4,0,0,0
2066249,16-Jul-21,South Carolina,Greenville,840 Mauldin Rd,1,3,0,0,0
2064260,16-Jul-21,New Hampshire,Manchester,I-293,0,4,0,0,0
2064992,16-Jul-21,District of Columbia,Washington,2900 block of MLK Ave SE,1,5,0,0,1
2065118,16-Jul-21,Illinois,Chicago,647 N Lockwood Ave,1,4,0,0,2
2063495,15-Jul-21,Texas,Levelland,1105 10th St,1,4,0,1,1
2065533,15-Jul-21,Massachusetts,Boston,265 Centre St,0,4,0,0,0
2063897,15-Jul-21,Missouri,Lake Ozark,1312 Bagnell Dam Blvd,1,2,0,1,1
2062097,14-Jul-21,Illinois,Chicago,4600 block of W Monroe St,0,5,0,0,0
2062359,14-Jul-21,Illinois,Chicago,1533 W 79th St,0,5,0,0,1
2063394,14-Jul-21,Delaware,Claymont,50 block of Balfour Ave,2,2,0,0,0
2060865,13-Jul-21,Indiana,Indianapolis,4200 block of Arborcrest Dr,1,3,0,0,1
2060949,13-Jul-21,Michigan,Detroit,9855 Chalmers St,1,5,0,1,1
2060706,12-Jul-21,Pennsylvania,Beaver Falls,900 9th St,2,3,0,0,1
2060293,12-Jul-21,New Jersey,Iselin,515 US-1,0,4,0,0,4
2060605,12-Jul-21,New York,Corona (Queens),180th St and 145th Dr,0,4,0,0,0
2059440,11-Jul-21,Texas,El Paso (Socorro),1300 Joe Battle Blvd,1,5,0,0,0
2059404,10-Jul-21,Pennsylvania,Philadelphia,W Butler St and N 9th St,0,6,0,0,0
2058950,10-Jul-21,Massachusetts,Boston,34 Cameron St,0,4,0,0,1
2058837,10-Jul-21,Ohio,Springfield,405 S Burnett Rd,1,3,0,0,0
2058421,9-Jul-21,California,Los Angeles,7114 W Manchester Ave,0,4,0,0,0
2057427,8-Jul-21,Connecticut,Hartford,175 Nelson St,0,4,0,0,5
2053262,5-Jul-21,Ohio,Toledo,Lawrence Ave and Wall St,1,11,0,0,0
2053500,5-Jul-21,California,Santa Rosa,1500 block of Beachwood Dr,1,3,0,0,0
2055252,5-Jul-21,New York,Buffalo,50 block of Donovan Dr,1,3,0,0,2
2053048,5-Jul-21,Illinois,Chicago,6108 S Wabash Ave,2,4,0,0,0
2052524,4-Jul-21,California,Thermal,Jackson St and Airport Blvd,0,4,0,0,0
2054233,4-Jul-21,Ohio,Cleveland,Kinsman Rd and E 139th St,0,4,0,0,0
2054132,4-Jul-21,Illinois,Peoria,600 block of Haungs Ave,1,3,0,0,1
2053508,4-Jul-21,Nevada,North Las Vegas,1200 block of W Helen Ave,2,7,0,0,0
2053563,4-Jul-21,Illinois,Rantoul,400 block of S Maplewood Dr,0,5,0,0,0
2052689,4-Jul-21,Illinois,Danville,12 S College St,0,4,0,0,0
2053786,4-Jul-21,Missouri,Kansas City,E 43rd St and Indiana Ave,0,4,0,0,0
2053346,4-Jul-21,Texas,Dallas,8200 block of Towns St,3,3,0,0,3
2053365,4-Jul-21,Texas,Dallas,3700 Dixon Ave,0,5,0,0,0
2052353,4-Jul-21,Texas,Fort Worth,3400 block of Horne St,0,8,0,0,0
2052342,4-Jul-21,Nebraska,Omaha,2311 N 24th St,1,4,0,0,1
2052058,3-Jul-21,North Carolina,Chadbourn,Broadway Rd,3,1,0,0,0
2051763,3-Jul-21,Pennsylvania,Lancaster,50 block of W Orange St,0,4,0,0,0
2052471,3-Jul-21,Georgia,Swainsboro,229 S Main St,1,3,0,0,1
2052346,3-Jul-21,Illinois,Chicago,1000 block of W 89th St,0,4,0,0,0
2050836,2-Jul-21,Virginia,Norfolk,923 Madison Ave,0,4,0,0,1
2051190,2-Jul-21,Pennsylvania,Philadelphia,7700 block of Ogontz Ave,1,4,0,0,0
2050972,2-Jul-21,Illinois,Champaign,704 N Hickory St,1,4,0,0,1
2050593,1-Jul-21,Illinois,Chicago,6500 block of S Halsted St,0,7,0,0,0
2050151,1-Jul-21,South Carolina,Spartanburg,225 Amelia St,1,4,1,0,0
2050353,1-Jul-21,Virginia,Chesapeake,1200 block of Seaboard Ave,2,2,0,0,0
2049419,30-Jun-21,Illinois,Chicago,2200 block of S Millard Ave,0,4,0,0,0
2049907,30-Jun-21,Louisiana,Marrero,6500 block of Lapalco Blvd,0,4,0,0,0
2049845,30-Jun-21,Texas,Houston,12101 Fondren Rd,3,1,0,0,1
2050167,30-Jun-21,Delaware,Dover,100 block of S New St,1,3,0,0,0
2046714,27-Jun-21,Illinois,Chicago,2000 block of E 71st St,1,5,0,0,0
2046574,27-Jun-21,Illinois,Saint Charles,2051 Lincoln Hwy,1,3,0,0,0
2046897,27-Jun-21,Illinois,Chicago,6300 block of South Artesian Ave,1,10,0,0,0
2047170,27-Jun-21,Tennessee,Memphis,2500 block of Dunn Ave,3,1,0,0,1
2047726,27-Jun-21,North Carolina,Greensboro,801 Province Spring Cir,0,4,0,0,0
2046781,26-Jun-21,Texas,Houston,4902 Laura Koppe Rd,1,3,0,0,0
2045579,26-Jun-21,Illinois,Chicago,6100 block of N McCormick Blvd,1,3,0,0,0
2047787,26-Jun-21,Alabama,Fort Deposit,Forest Dr,1,3,0,0,1
2045043,25-Jun-21,Ohio,Columbus,I-670 and Neil Ave,0,4,0,0,0
2045564,25-Jun-21,Illinois,Chicago,7000 block of S Indiana Ave,0,4,0,0,0
2044701,25-Jun-21,New York,Bronx,Zerega Ave and Watson Ave,0,5,0,0,0
2044733,24-Jun-21,Florida,Gainesville,4701 NW 6th St,1,4,0,0,3
2043834,23-Jun-21,Alabama,Montgomery,100 block of Rotary St,2,2,0,0,0
2043465,23-Jun-21,New York,Buffalo,114 Hickory St,0,4,0,0,0
2043898,23-Jun-21,Illinois,Chicago,4900 block of W Hubbard St,0,4,0,0,0
2043715,23-Jun-21,Illinois,Chicago,7000 block of S Vincennes Ave,0,4,0,0,0
2041726,21-Jun-21,Missouri,Saint Louis,4002 Sullivan Ave,3,3,0,1,1
2041555,21-Jun-21,District of Columbia,Washington,300 block of 50th St NE,0,4,0,0,0
2040643,20-Jun-21,Virginia,Richmond,200 block of Crane St,1,3,0,0,0
2041297,20-Jun-21,California,Richmond,2108 Dunn Ave,3,5,0,0,2
2040265,20-Jun-21,Colorado,Aurora,12455 E Mississippi Ave,1,4,0,0,0
2041363,20-Jun-21,Florida,Wildwood,9605 Co Rd 235,1,10,0,0,1
2040374,20-Jun-21,Texas,Dallas,4619 E R L Thornton Freeway,0,8,0,0,0
2040732,20-Jun-21,Ohio,Cincinnati,3000 block of Borden St,1,3,0,0,2
2040243,20-Jun-21,Indiana,Granger,7321 Heritage Square Dr,1,4,0,0,0
2040991,20-Jun-21,New Jersey,Atlantic City,1700 block of Atlantic Ave,1,3,0,0,0
2039457,19-Jun-21,Alaska,Anchorage,E 3rd Ave and Gambell St,1,4,0,0,1
2039346,19-Jun-21,Louisiana,Baton Rouge,7132 Florida Blvd,2,4,0,0,0
2040013,19-Jun-21,New Jersey,Newark,525 Elizabeth Ave,0,4,0,0,0
2039964,19-Jun-21,California,Oakland,2200 block of Lakeshore Ave,1,7,0,0,0
2039441,18-Jun-21,Minnesota,Minneapolis,400 block of 14th Ave SE,0,5,0,0,0
2037813,17-Jun-21,Virginia,Petersburg,Virginia Ave and Melville St,0,4,0,0,0
2037887,17-Jun-21,North Carolina,Durham,1600 block of Holloway St,2,2,0,0,0
2038622,17-Jun-21,Ohio,Cincinnati,3056 Mathers St,1,3,0,0,0
2038152,17-Jun-21,New Jersey,Paterson,Rosa Parks Blvd and Hamilton Ave,0,4,0,0,0
2036635,16-Jun-21,Maryland,Baltimore,2100 block of West Lexington St,1,5,0,0,0
2036121,15-Jun-21,Illinois,Chicago,3800 block of W Monroe St,0,5,0,0,0
2035452,15-Jun-21,Illinois,Chicago,6221 S Morgan St,5,3,0,0,0
2035313,15-Jun-21,Alabama,Albertville,956 Industrial Blvd,2,2,1,0,0
2035733,14-Jun-21,Georgia,Columbus,3400 8th Ave,2,2,0,0,3
2034408,14-Jun-21,Michigan,Lansing,300 block of N Cedar St,2,2,0,0,0
2034470,14-Jun-21,Florida,Boynton Beach,I-95,1,3,0,0,0
2033905,13-Jun-21,Ohio,West Salem,9161 Rainbow Hwy,1,5,0,1,1
2033605,13-Jun-21,Kentucky,Louisville,5200 block of Robinwood Rd,1,3,0,0,0
2032220,12-Jun-21,Texas,Austin,400 block of E 6th St,1,13,0,1,1
2032486,12-Jun-21,Ohio,Cleveland,8805 Buckeye Rd,3,4,0,0,2
2032203,12-Jun-21,Illinois,Chicago,7500 block of S Prairie Ave,1,9,0,0,0
2031976,11-Jun-21,Georgia,Savannah,200 block of Avery St,2,6,0,0,0
2032580,11-Jun-21,North Carolina,Winston Salem (Winston-salem),844 E. Devonshire St,1,3,0,0,0
2031801,11-Jun-21,Washington,Seattle,9808 16th Ave SW,2,2,0,0,0
2032282,11-Jun-21,Texas,Dallas,378 N Jim Miller Rd,0,5,0,0,1
2030720,10-Jun-21,Michigan,Detroit,1600 block Calvert Ave,1,3,0,0,0
2030639,10-Jun-21,New York,Yonkers,150 Elm St,0,4,0,0,3
2030708,10-Jun-21,Illinois,Chicago,6530 S Claremont Ave,1,4,0,0,1
2029078,8-Jun-21,Tennessee,Nashville,Clarksville Pike and Buena Vista Pike,1,3,0,0,0
2028745,8-Jun-21,Tennessee,Memphis,2246 Eldridge Ave,1,4,0,0,1
2028928,8-Jun-21,Texas,Houston,4115 Washington Ave,0,5,0,0,0
2027736,7-Jun-21,Ohio,Cleveland,4100 block of E 81st St,0,6,0,0,0
2027046,7-Jun-21,Florida,Homestead,12550 SW 282nd St,2,3,1,0,0
2026802,6-Jun-21,Missouri,Saint Louis,100 N 7th St,0,4,0,0,0
2026651,6-Jun-21,North Carolina,Snow Hill,50 block of Katie Ct,0,4,0,0,0
2027725,6-Jun-21,Ohio,Cleveland,3700 block of Woodbridge Ave,0,8,0,0,0
2027375,6-Jun-21,California,Oakland,5100 block of Ygnacio Ave,0,5,0,0,0
2026123,6-Jun-21,Florida,Miami (Kendall),10549 SW 109th Ct,3,6,0,0,3
2026713,6-Jun-21,Utah,Salt Lake City,1354 N General Dr,1,4,0,0,2
2026112,6-Jun-21,Illinois,Chicago,8900 block of S Cottage Grove Ave,0,8,0,0,0
2026257,5-Jun-21,Louisiana,New Orleans,10150 I-10 Service Rd,0,9,0,0,0
2025260,5-Jun-21,Indiana,Indianapolis,7500 N Shadeland Ave,2,2,0,0,0
2025891,4-Jun-21,Michigan,Muskegon,1675 E. Sherman Blvd,1,3,0,0,0
2022821,2-Jun-21,Ohio,Toledo,1830 W Bancroft St,0,4,0,0,0
2025254,2-Jun-21,Arkansas,Magnolia,Calhoun Rd,0,4,0,0,1
2022391,2-Jun-21,Ohio,Springfield,1935 S Yellow Springs St,0,6,0,0,2
2021130,31-May-21,New York,Brooklyn,Knickerbocker Ave,0,4,0,0,2
2021398,31-May-21,Missouri,Saint Louis,8800 block of N Broadway,0,4,0,0,0
2022129,31-May-21,Ohio,Cleveland (Garfield Heights),13000 block of Alvin Ave,1,5,0,0,0
2019751,30-May-21,Alabama,Aliceville,7th Street NE,1,4,0,0,1
2019622,30-May-21,Florida,Hialeah,7630 NW 186th St,3,20,0,0,1
2020535,30-May-21,Illinois,Chicago,6718 S Stony Island Ave,0,4,0,0,0
2019155,29-May-21,Texas,San Antonio,3300 block of Fallen Leaf Ln,2,2,0,0,0
2019384,29-May-21,Missouri,Saint Louis,10466 W Florissant Ave,1,3,0,0,1
2018931,28-May-21,Florida,Miami,2022 NW 1st Ct,1,6,0,0,0
2018495,27-May-21,North Carolina,Durham,1200 block of Fayetteville St,0,5,0,0,0
2015849,26-May-21,Illinois,Chicago,7200 block of S Princeton Ave,1,3,0,0,0
2015730,26-May-21,California,San Jose,101 W Younger Ave,9,0,1,0,0
2014343,24-May-21,Michigan,Inkster,27000 block of Rosewood St,2,2,0,0,0
2014381,24-May-21,Ohio,West Jefferson,127 Jackson St,4,0,0,0,1
2012971,23-May-21,Illinois,Chicago,3344 W Ohio St,0,4,0,0,0
2013595,23-May-21,New York,Bay Shore,135 S Clinton Ave,0,4,0,0,0
2013059,23-May-21,New Jersey,Paterson,Hillman St and E Main St,0,5,0,0,0
2013096,23-May-21,Virginia,Norfolk,3100 block of Westminster Ave,0,4,0,0,0
2012765,22-May-21,South Carolina,North Charleston,Piggly Wiggly Dr and W Jimtown Dr,1,14,0,0,4
2012345,22-May-21,Delaware,Wilmington,800 block of N Pine St,0,4,0,0,0
2011569,22-May-21,Minnesota,Minneapolis,322 N 1st Ave,2,7,0,0,1
2013043,22-May-21,Ohio,Columbus,233 S Civic Center Dr,1,5,0,0,0
2011610,22-May-21,Indiana,Fort Wayne,2177 Eden St,1,3,0,1,1
2012633,22-May-21,New Jersey,Bridgeton,1029 E Commerce St,3,11,0,0,2
2011077,21-May-21,New York,Albany,1st St and Quail St,1,5,0,0,1
2011482,21-May-21,New Jersey,Jersey City,16 Brinkerhoff St,2,4,0,0,2
2010083,20-May-21,Indiana,Evansville,800 block of Shadewood Ave,1,3,0,0,0
2007722,18-May-21,California,Oakland,I-580 and Seminary Ave,2,5,0,0,0
2008415,18-May-21,California,Hemet,1200 block of Valencia Ave,1,4,0,0,0
2005991,16-May-21,Ohio,Cincinnati,7751 Reading Rd,1,3,0,0,0
2005776,16-May-21,Georgia,Atlanta,630 Travis St NW,0,4,0,0,0
2005671,16-May-21,Michigan,East Lansing,6170 Abbot Rd,0,5,0,0,0
2006621,16-May-21,Georgia,Columbus,2727 Manchester Expy,0,4,0,0,0
2006204,16-May-21,Georgia,Stone Mountain,4766 Redan Rd,1,5,0,0,0
2005813,16-May-21,Alabama,Birmingham,1010 18th St S,0,4,1,0,0
2005238,15-May-21,District of Columbia,Washington,3900 block of Minnesota Ave NE,1,3,0,0,1
2005196,15-May-21,New York,Bronx,1625 Webster Ave,1,4,0,0,1
2004666,15-May-21,Illinois,Chicago,7800 block of S Loomis St,2,3,0,0,0
2004413,14-May-21,Pennsylvania,Philadelphia,5600 block of Market St,0,4,0,0,0
2003383,13-May-21,Georgia,Augusta,201 E Telfair St,2,2,0,0,1
2003167,13-May-21,District of Columbia,Washington,200 block of 37th Pl SE,1,3,0,0,0
2003334,13-May-21,Rhode Island,Providence,87 Carolina Ave,0,4,0,4,7
2002269,12-May-21,Pennsylvania,Philadelphia,5500 block of Kingsessing Ave,1,3,0,0,0
2002286,12-May-21,Georgia,Buford,2910 Buford Dr NE,2,2,0,0,0
2001137,11-May-21,Maryland,Baltimore,800 block of W Lexington St,0,4,0,0,0
2001362,10-May-21,Alabama,Montgomery,3804 S Court St,0,7,0,0,0
1999417,9-May-21,Pennsylvania,Philadelphia,100 block of E Albanus St,2,3,0,0,0
1999125,9-May-21,Colorado,Colorado Springs,2828 Preakness Way,6,0,1,0,0
1999193,9-May-21,Arizona,Phoenix,122 N 2nd St,1,7,0,0,2
1999909,9-May-21,California,Los Angeles,6112 W Afton Pl,1,3,0,0,0
2000132,9-May-21,South Carolina,Charleston,500 Block of King St,0,5,0,0,0
1999423,9-May-21,New Jersey,Newark,378 Chancellor Ave,0,4,0,0,0
1998865,8-May-21,California,Citrus Heights,7440 Auburn Blvd,0,4,0,0,1
1998693,8-May-21,California,Oakland,1440 block of Lakeshore Ave,0,4,0,0,0
1998476,8-May-21,Maryland,Gwynn Oak (Woodlawn),7300 block of Maury Rd,3,1,1,0,0
1998537,8-May-21,Michigan,Detroit,15700 block of Plymouth Rd,0,4,0,0,0
1999307,8-May-21,California,Compton,15100 block of S Lime Ave,2,2,0,0,0
